user_id,verified_x,followers_count,following_count,tweet_count,listed_count,account_age_days,follower_following_ratio,tweets_per_day,listed_per_follower,in_degree,out_degree,degree_ratio,pagerank,hits_authority,hits_hub,betweenness,clustering_coef,tweet_count_actual,avg_retweets,avg_likes,avg_replies,avg_hashtags,avg_mentions,total_engagement,influence_score,influential,screen_name,verified_y,favourite_topic,rank
94,0,10,281,31,4,3482,0.0355871886120996,0.0089029293509477,0.4,1,6,0.1666666666666666,0.0003681780335796,0.000227319118858,0.0016497328241158,1.535550223287143e-05,0.5714285714285714,5.0,6.2,19.4,1.6,2.0,1.4,27.2,0.1571243125034173,1,user_0094,0,Music,33
280,0,10,68,36,1,1631,0.1470588235294117,0.0220723482526057,0.1,1,12,0.0833333333333333,0.0003288099818996,0.0002322998284747,0.0027617368442424,4.069743764068648e-05,0.4871794871794871,5.0,10.0,15.8,1.4,3.4,1.6,27.2,0.1570247066767419,1,user_0280,0,Sports,34
205,0,90,1475,22,3,988,0.0610169491525423,0.0222672064777327,0.0333333333333333,16,6,2.6666666666666665,0.0042008698093673,0.0033632153822078,0.0022019376267094,0.0004810794287564,0.2337662337662337,6.0,5.833333333333333,17.666666666666668,1.5,2.333333333333333,2.1666666666666665,25.0,0.1564332804141518,1,user_0205,0,Tech,35
303,0,30,1556,54,1,3661,0.0192802056555269,0.0147500682873531,0.0333333333333333,1,3,0.3333333333333333,0.000455677572254,0.0003019368482411,0.0009646569056746,0.0,0.5,4.0,4.5,22.0,0.5,1.5,0.75,27.0,0.1564320851056803,1,user_0303,0,Health,36
44,0,190,387,40,2,1456,0.4909560723514212,0.0274725274725274,0.0105263157894736,23,11,2.090909090909091,0.0020129513670098,0.0051339696560441,0.0025189593067291,0.0015220527944224,0.1729055258467023,5.0,8.6,15.4,1.6,3.0,1.6,25.6,0.1552827035272118,1,user_0044,0,Gaming,37
319,1,10,161,104,4,1315,0.062111801242236,0.0790874524714828,0.4,1,7,0.1428571428571428,0.0013964916345951,0.0002380514391753,0.001803741503895,0.0,0.5714285714285714,3.0,7.0,18.33333333333333,1.0,4.333333333333333,1.6666666666666667,26.33333333333333,0.1550397096375838,1,user_0319,1,Finance,38
441,0,370,1783,38,8,720,0.2075154234436343,0.0527777777777777,0.0216216216216216,34,6,5.666666666666667,0.0058756970019255,0.0084387061500848,0.0018650439519628,0.0016549674813346,0.1448717948717948,5.0,4.6,16.0,2.6,2.2,2.0,23.200000000000003,0.1544636199342346,1,user_0441,0,Music,39
317,0,10,1139,12,5,3867,0.0087796312554872,0.0031031807602792,0.5,0,7,0.0,0.0003,-0.0,0.0017329048502013,0.0,0.6190476190476191,4.0,3.0,22.25,1.25,3.75,0.5,26.5,0.1528846153810873,1,user_0317,0,AI,40
246,0,10,1809,75,0,2078,0.0055279159756771,0.0360923965351299,0.0,4,10,0.4,0.0004184234361113,0.0009480054680723,0.0024059670367012,0.0001104501105056,0.3956043956043956,9.0,2.4444444444444446,22.22222222222222,1.6666666666666667,2.555555555555556,1.0,26.33333333333333,0.1523132561580063,1,user_0246,0,Finance,41
58,0,600,678,18,7,2527,0.8849557522123894,0.0071230708349821,0.0116666666666666,59,7,8.428571428571429,0.0069359035852779,0.0151541648293216,0.0021607321055833,0.0045009392507189,0.1038461538461538,9.0,5.222222222222222,14.0,2.333333333333333,3.0,1.0,21.555555555555557,0.1519045949043207,1,user_0058,0,Finance,42
190,0,770,423,40,2,2946,1.8203309692671397,0.0135777325186693,0.0025974025974025,65,7,9.285714285714286,0.0197173950995585,0.0171191688556315,0.0018878912531175,0.004918290062628,0.0841046277665996,5.0,3.8,10.4,0.6,3.4,2.2,14.8,0.1513354552387191,1,user_0190,0,Health,43
388,0,10,211,21,2,1114,0.0473933649289099,0.018850987432675,0.2,0,5,0.0,0.0003,-0.0,0.0016615460427333,5.269671107370602e-06,0.8,10.0,5.2,18.3,2.3,2.7,1.4,25.8,0.1488487100125724,1,user_0388,0,Sports,44
269,0,80,1117,48,2,2126,0.0716204118173679,0.0225776105362182,0.025,13,9,1.4444444444444444,0.0022002786514957,0.0033243157587649,0.0019418734020382,0.0003223954105269,0.2523809523809524,3.0,10.0,12.333333333333334,2.333333333333333,2.0,1.3333333333333333,24.666666666666668,0.1486366333639465,1,user_0269,0,Finance,45
271,0,20,327,61,4,174,0.0611620795107033,0.3505747126436782,0.2,0,7,0.0,0.0003,-0.0,0.0016696104806772,1.2519461055086524e-05,0.5714285714285714,3.0,3.333333333333333,21.666666666666668,0.6666666666666666,3.0,0.6666666666666666,25.666666666666668,0.1481931766097422,1,user_0271,0,Gaming,46
444,0,30,173,29,14,1895,0.1734104046242774,0.0153034300791556,0.4666666666666667,6,7,0.8571428571428571,0.0033930770950815,0.0012438413776294,0.0022282560040892,0.0001297967494118,0.4102564102564102,4.0,11.0,10.5,2.5,3.5,2.75,24.0,0.1475365239288789,1,user_0444,0,Tech,47
406,0,10,1047,19,9,294,0.0095510983763132,0.064625850340136,0.9,2,10,0.2,0.0004509157227547,0.0004560276071844,0.0018644345176191,0.0001174093593676,0.3636363636363636,7.0,7.285714285714286,16.571428571428573,1.5714285714285714,3.142857142857143,1.7142857142857142,25.42857142857143,0.1471892067103599,1,user_0406,0,Finance,48
408,1,420,976,35,2,1715,0.430327868852459,0.0204081632653061,0.0047619047619047,34,12,2.833333333333333,0.0147973682815535,0.0080437224291711,0.0024336203315745,0.0019968917174434,0.1323232323232323,5.0,2.8,13.0,1.6,2.4,0.2,17.400000000000002,0.1470775156430611,1,user_0408,1,Fashion,49
304,0,10,1297,77,2,1872,0.007710100231303,0.0411324786324786,0.2,1,7,0.1428571428571428,0.0003457253993708,0.0002657712041736,0.0018621716974625,0.0,0.5,7.0,4.285714285714286,19.857142857142858,1.2857142857142858,2.857142857142857,1.2857142857142858,25.428571428571427,0.1468332651111849,1,user_0304,0,Sports,50
51,0,10,749,41,2,3564,0.0133511348464619,0.0115039281705948,0.2,1,9,0.1111111111111111,0.0006951351727538,0.0001735801708672,0.0018216316340355,1.8140443569615167e-05,0.5111111111111111,6.0,6.166666666666667,16.0,3.0,2.6666666666666665,1.6666666666666667,25.166666666666668,0.1463242266748183,1,user_0051,0,Travel,51
412,0,360,481,40,5,1031,0.7484407484407485,0.0387972841901066,0.0138888888888888,29,9,3.2222222222222223,0.0192709706505476,0.0077225333482138,0.0023355184512472,0.0006977161382189,0.2072072072072072,7.0,3.571428571428572,10.142857142857142,1.4285714285714286,2.7142857142857144,1.2857142857142858,15.142857142857142,0.145479883910402,1,user_0412,0,Music,52
462,0,40,1703,38,1,1668,0.0234879624192601,0.0227817745803357,0.025,5,9,0.5555555555555556,0.0004610780072528,0.0011553388198824,0.0029834084362717,0.0001111902400294,0.4835164835164835,1.0,6.0,19.0,0.0,3.0,3.0,25.0,0.1450730895584309,1,user_0462,0,Gaming,53
133,0,10,281,47,3,2559,0.0355871886120996,0.0183665494333724,0.3,1,4,0.25,0.0003891573421759,0.0002826066190778,0.001953396372751,0.0,0.8,4.0,7.25,15.75,2.0,1.5,0.75,25.0,0.144484187202471,1,user_0133,0,Health,54
25,0,10,1804,30,5,3820,0.0055432372505543,0.0078534031413612,0.5,0,5,0.0,0.0003,-0.0,0.0019994373844883,0.0,0.8,3.0,6.666666666666667,16.0,2.333333333333333,2.0,2.333333333333333,25.0,0.1442307692274408,1,user_0025,0,Fashion,55
195,0,20,1985,66,6,3172,0.0100755667506297,0.0208070617906683,0.3,1,9,0.1111111111111111,0.00036375,0.0001994092852751,0.0025181844518956,3.994464040922887e-05,0.6,3.0,3.6666666666666665,18.33333333333333,2.6666666666666665,1.3333333333333333,2.0,24.666666666666668,0.1426184499860293,1,user_0195,0,Fashion,56
298,0,10,1334,63,0,1679,0.0074962518740629,0.0375223347230494,0.0,1,7,0.1428571428571428,0.0004053474135746,0.0001955973553505,0.0019675334695539,0.0,0.6071428571428571,6.0,4.0,17.333333333333332,3.333333333333333,2.5,2.1666666666666665,24.666666666666664,0.1426071284200572,1,user_0298,0,Gaming,57
428,0,60,1020,57,4,860,0.0588235294117647,0.0662790697674418,0.0666666666666666,7,8,0.875,0.0008377102922415,0.0016631366457126,0.0023576935952541,9.1139179556979e-05,0.3904761904761905,7.0,3.571428571428572,19.142857142857142,1.5714285714285714,2.4285714285714284,1.4285714285714286,24.28571428571429,0.1422333731714913,1,user_0428,0,AI,58
297,0,50,1949,45,9,3366,0.0256541816316059,0.0133689839572192,0.18,6,7,0.8571428571428571,0.000711524831502,0.0011952706672539,0.0024432520602063,2.2356180455511645e-05,0.4230769230769231,3.0,8.0,14.666666666666666,1.6666666666666667,3.0,1.3333333333333333,24.33333333333333,0.1420058875297989,1,user_0297,0,AI,59
128,0,20,713,48,12,745,0.0280504908835904,0.0644295302013422,0.6,2,10,0.2,0.0003635926066149,0.0005992836388166,0.0029937578258246,4.264271787219756e-05,0.6060606060606061,6.0,5.0,17.666666666666668,1.8333333333333333,2.333333333333333,1.5,24.5,0.1416577729163997,1,user_0128,0,Music,60
105,0,10,1986,18,1,226,0.0050352467270896,0.079646017699115,0.1,1,3,0.3333333333333333,0.0003317738095238,0.0001891328617247,0.0009270578414317,7.652369287497502e-06,0.6666666666666666,9.0,7.555555555555555,14.11111111111111,2.7777777777777777,2.333333333333333,2.111111111111111,24.444444444444443,0.1411196658313416,1,user_0105,0,Gaming,61
500,0,160,237,26,9,853,0.6751054852320675,0.0304806565064478,0.05625,13,3,4.333333333333333,0.0015205222004956,0.0031069164271126,0.00128989956724,0.0002953220554015,0.1916666666666666,4.0,10.75,11.75,1.0,2.0,0.5,23.5,0.1408420592038759,1,user_0500,0,Sports,62
498,0,10,1901,48,2,1938,0.0052603892688058,0.0247678018575851,0.2,1,12,0.0833333333333333,0.0003689074276156,0.0002148887907911,0.0023758330543979,0.0001114165754296,0.3974358974358974,6.0,9.5,12.333333333333334,2.5,1.6666666666666667,1.5,24.333333333333336,0.1406345207075817,1,user_0498,0,Gaming,63
442,0,30,1632,30,8,2769,0.0183823529411764,0.0108342361863488,0.2666666666666666,2,5,0.4,0.0003845789809634,0.0003705496911043,0.0015052397370546,4.942245655321092e-06,0.5714285714285714,5.0,6.0,16.2,2.0,1.6,1.4,24.2,0.1400785479374804,1,user_0442,0,Fashion,64
117,1,10,1081,35,0,3962,0.0092506938020351,0.0088339222614841,0.0,1,5,0.2,0.0003370693132995,0.0002581941612884,0.0015479483894308,4.710095642187628e-07,0.6,4.0,4.25,19.75,0.25,1.5,1.75,24.25,0.1400094392535135,1,user_0117,1,Politics,65
276,0,10,745,46,16,3176,0.0134228187919463,0.0144836272040302,1.6,0,7,0.0,0.0003,-0.0,0.0018686941354632,2.189993187478692e-06,0.6190476190476191,7.0,7.571428571428571,15.571428571428571,1.0,2.571428571428572,1.4285714285714286,24.142857142857142,0.1392867765868547,1,user_0276,0,Finance,66
399,0,20,260,84,4,1233,0.0769230769230769,0.0681265206812652,0.2,3,7,0.4285714285714285,0.0004228044977837,0.0006247270413804,0.0025059601202535,0.0,0.6,6.0,5.666666666666667,16.833333333333332,1.5,1.0,1.5,24.0,0.138920774727602,1,user_0399,0,Tech,67
344,0,10,1284,59,4,1959,0.0077881619937694,0.0301174068402246,0.4,1,8,0.125,0.0003307840308248,0.0002164280608269,0.0020436285893062,3.004661753505909e-05,0.5,3.0,2.6666666666666665,20.33333333333333,1.0,0.6666666666666666,2.333333333333333,24.0,0.1385636127745859,1,user_0344,0,Fashion,68
351,0,10,1093,80,9,1298,0.0091491308325709,0.061633281972265,0.9,0,7,0.0,0.0003,-0.0,0.0009837754248659,3.241646166049189e-05,0.4285714285714285,7.0,7.285714285714286,15.571428571428571,1.0,1.5714285714285714,1.4285714285714286,23.857142857142858,0.1376530869517698,1,user_0351,0,Travel,69
389,0,20,1743,39,5,1665,0.0114744693057946,0.0234234234234234,0.25,2,5,0.4,0.0044034549511861,0.0005255136606956,0.0020314352234295,0.0,0.7142857142857143,4.0,2.0,19.75,0.0,3.75,0.75,21.75,0.1372544789054285,1,user_0389,0,Politics,70
241,0,10,1433,45,4,1884,0.0069783670621074,0.0238853503184713,0.4,1,12,0.0833333333333333,0.000381960981968,0.0002738735332784,0.0025032142609031,8.801587744562734e-05,0.4102564102564102,9.0,6.777777777777778,16.11111111111111,0.4444444444444444,2.555555555555556,2.333333333333333,23.33333333333333,0.1348910419203151,1,user_0241,0,Health,71
452,0,80,549,30,9,210,0.145719489981785,0.1428571428571428,0.1125,9,9,1.0,0.0007403857965262,0.0022679710212984,0.0021466807278804,0.0001615911072427,0.2875816993464052,6.0,3.1666666666666665,18.166666666666668,1.6666666666666667,4.166666666666667,1.3333333333333333,23.000000000000004,0.1347936943727837,1,user_0452,0,Health,72
282,0,10,462,74,1,348,0.0216450216450216,0.2126436781609195,0.1,1,10,0.1,0.00032125,0.0003006196787616,0.0025720224832518,9.013429563404065e-05,0.5454545454545454,6.0,7.5,14.166666666666666,1.6666666666666667,2.6666666666666665,1.3333333333333333,23.33333333333333,0.1347195065541576,1,user_0282,0,Finance,73
141,0,30,1464,51,1,694,0.0204918032786885,0.0734870317002881,0.0333333333333333,1,7,0.1428571428571428,0.0003357455357142,0.0001763540164734,0.0022494774975049,4.024112481992097e-06,0.6785714285714286,7.0,4.714285714285714,16.714285714285715,1.8571428571428568,2.142857142857143,1.7142857142857142,23.28571428571429,0.1346645746808165,1,user_0141,0,Politics,74
135,0,20,415,58,3,1488,0.0481927710843373,0.0389784946236559,0.15,2,8,0.25,0.0013797027329254,0.0005457056743836,0.0018207855179146,1.379393143263306e-05,0.5111111111111111,4.0,2.0,17.75,3.0,1.25,1.0,22.75,0.1344357842244935,1,user_0135,0,Music,75
327,0,10,363,25,1,1690,0.0275482093663911,0.014792899408284,0.1,1,10,0.1,0.0003486543041116,0.0002539453162165,0.0018427571570528,4.40021190436108e-05,0.4181818181818181,6.0,3.333333333333333,18.83333333333333,1.0,2.5,1.6666666666666667,23.166666666666664,0.133813483782574,1,user_0327,0,AI,76
322,0,10,549,58,11,2421,0.0182149362477231,0.0239570425444031,1.1,1,8,0.125,0.0123016926127142,0.0001402926174004,0.0020063279428647,1.1349390831246108e-05,0.6071428571428571,5.0,1.8,12.6,2.8,2.6,0.8,17.2,0.1333495013484808,1,user_0322,0,Health,77
341,0,20,1064,44,4,865,0.018796992481203,0.0508670520231213,0.2,0,7,0.0,0.0003,-0.0,0.0018926833300061,1.3287504028800068e-05,0.5714285714285714,3.0,5.333333333333333,15.333333333333334,2.333333333333333,2.333333333333333,2.0,23.0,0.1328089337816159,1,user_0341,0,Politics,78
151,1,100,569,34,1,3541,0.1757469244288225,0.0096018073990398,0.01,14,6,2.333333333333333,0.0007481935856599,0.0035860968601049,0.0021593715033906,0.0001985590279462,0.2894736842105263,11.0,5.727272727272728,16.09090909090909,0.7272727272727273,2.1818181818181817,2.0,22.545454545454543,0.1324318028558992,1,user_0151,1,Sports,79
240,0,30,351,13,5,1085,0.0854700854700854,0.0119815668202764,0.1666666666666666,3,7,0.4285714285714285,0.0004042339750492,0.0007502880555424,0.0013162507582481,2.57096075238384e-05,0.4222222222222222,5.0,5.8,15.8,1.2,2.0,1.2,22.8,0.1320675652522383,1,user_0240,0,Finance,80
180,0,10,239,10,8,2868,0.0418410041841004,0.003486750348675,0.8,1,11,0.0909090909090909,0.0003423997529893,0.0001723205726726,0.0023513564545764,5.660620377336271e-05,0.4393939393939394,6.0,3.8333333333333335,17.0,2.0,3.5,1.3333333333333333,22.83333333333333,0.1318787430121394,1,user_0180,0,Tech,81
473,0,90,630,54,1,3641,0.1428571428571428,0.0148310903597912,0.0111111111111111,6,4,1.5,0.0005592657785988,0.0017248202476679,0.0016527425939498,3.487564151059816e-05,0.4666666666666667,9.0,4.444444444444445,16.77777777777778,1.2222222222222223,2.0,1.7777777777777777,22.444444444444443,0.1311224710004756,1,user_0473,0,Tech,82
187,0,10,1932,25,9,337,0.005175983436853,0.0741839762611275,0.9,3,6,0.5,0.0004359338635823,0.0007064148525944,0.0021152144587858,5.105417458960787e-05,0.5555555555555556,5.0,2.0,18.8,1.8,2.8,1.8,22.6,0.1307957543936255,1,user_0187,0,Politics,83
446,0,10,1944,57,5,1985,0.0051440329218107,0.0287153652392947,0.5,0,10,0.0,0.0003,-0.0,0.0024429718061794,2.039941047155201e-05,0.5333333333333333,8.0,5.125,15.375,2.125,2.625,1.125,22.625,0.1305387413334769,1,user_0446,0,Travel,84
366,0,10,1845,60,4,1638,0.005420054200542,0.0366300366300366,0.4,2,10,0.2,0.0004044090389438,0.0004057444072567,0.0019870012655585,0.0001491051404603,0.3333333333333333,11.0,6.2727272727272725,15.727272727272728,0.5454545454545454,3.363636363636364,1.3636363636363635,22.545454545454547,0.1304390257038495,1,user_0366,0,AI,85
200,0,30,572,35,3,2320,0.0524475524475524,0.0150862068965517,0.1,2,7,0.2857142857142857,0.0003783096522335,0.000442850254046,0.0024270728868336,1.3701628779173424e-05,0.7222222222222222,4.0,4.75,16.5,1.25,2.0,0.75,22.5,0.1302572848221525,1,user_0200,0,Gaming,86
164,0,30,970,65,10,3754,0.0309278350515463,0.017314864144912,0.3333333333333333,2,10,0.2,0.0003834865537957,0.0003959466523933,0.0020478649158079,8.748346436869385e-05,0.4545454545454545,7.0,3.142857142857143,17.428571428571427,1.8571428571428568,2.7142857142857144,2.4285714285714284,22.428571428571427,0.1298957010711902,1,user_0164,0,Sports,87
107,0,10,1928,26,6,1024,0.0051867219917012,0.025390625,0.6,1,4,0.25,0.0003261377660532,0.000284780918245,0.0013792776634626,7.153977745763727e-06,0.7,2.0,3.0,18.5,1.0,1.5,0.0,22.5,0.1298854556483517,1,user_0107,0,Finance,88
